run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2024-03-11_11.04.26,G-2,2218,7101,1,0.0068950023202556335,"[{'start_idx': 3780, 'end_idx': 3849, 'score': 5.001076115451968}, {'start_idx': 3850, 'end_idx': 3919, 'score': 3.9833714197232366}]",0,0,1,[],"[(4030, 4169)]",1,"[{'start_idx': 3780, 'end_idx': 3849, 'score': 5.001076115451968}, {'start_idx': 3850, 'end_idx': 3919, 'score': 3.9833714197232366}]",SMAP,"[[4030, 4070]]",[point]
2024-03-11_11.04.26,D-5,2301,7368,1,0.13581047312124292,"[{'start_idx': 4550, 'end_idx': 4619, 'score': 2.173585039677947}]",0,0,1,[],"[(4800, 4869)]",1,"[{'start_idx': 4550, 'end_idx': 4619, 'score': 2.173585039677947}]",SMAP,"[[4800, 4850]]",[point]
2024-03-11_11.04.26,D-6,2334,7624,1,0.034005719401571294,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 4.456364921484858}, {'start_idx': 4690, 'end_idx': 4759, 'score': 4.5044486198084845}, {'start_idx': 4760, 'end_idx': 4829, 'score': 3.3297829878648955}]",0,0,1,[],"[(4870, 5079)]",1,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 4.456364921484858}, {'start_idx': 4690, 'end_idx': 4759, 'score': 4.5044486198084845}, {'start_idx': 4760, 'end_idx': 4829, 'score': 3.3297829878648955}]",SMAP,"[[4870, 4950]]",[point]
2024-03-11_11.04.26,D-7,2323,7382,2,0.05820123270074266,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 2.8083413989835777}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.453622712199781}, {'start_idx': 4900, 'end_idx': 4969, 'score': 5.105346194047416}, {'start_idx': 4970, 'end_idx': 5039, 'score': 5.400355467806459}, {'start_idx': 5040, 'end_idx': 5109, 'score': 5.492406589806274}, {'start_idx': 5180, 'end_idx': 5249, 'score': 6.500711071248571}, {'start_idx': 5250, 'end_idx': 5319, 'score': 6.9651169321551905}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.942481377483001}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.893689567828391}, {'start_idx': 5460, 'end_idx': 5529, 'score': 7.198522637754006}, {'start_idx': 5530, 'end_idx': 5599, 'score': 7.197490884918098}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.0658128039155965}]",0,0,1,[],"[(5010, 5359), (5430, 5919)]",1,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 2.8083413989835777}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.453622712199781}, {'start_idx': 4900, 'end_idx': 4969, 'score': 5.105346194047416}, {'start_idx': 4970, 'end_idx': 5039, 'score': 5.400355467806459}, {'start_idx': 5040, 'end_idx': 5109, 'score': 5.492406589806274}, {'start_idx': 5180, 'end_idx': 5249, 'score': 6.500711071248571}, {'start_idx': 5250, 'end_idx': 5319, 'score': 6.9651169321551905}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.942481377483001}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.893689567828391}, {'start_idx': 5460, 'end_idx': 5529, 'score': 7.198522637754006}, {'start_idx': 5530, 'end_idx': 5599, 'score': 7.197490884918098}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.0658128039155965}]",SMAP,"[[4940, 7641]]",[point]
2024-03-11_11.04.26,F-1,2609,8324,1,0.09799945878301795,"[{'start_idx': 7280, 'end_idx': 7349, 'score': 1.069460969781948}]",1,1,0,"[[7530, 7599]]",[],1,"[{'start_idx': 7280, 'end_idx': 7349, 'score': 1.069460969781948}]",SMAP,"[[5392, 5492]]",[point]
2024-03-11_11.04.26,P-4,2349,7523,2,0.009104734205207687,"[{'start_idx': 681, 'end_idx': 920, 'score': 10.569059739739993}, {'start_idx': 4550, 'end_idx': 4619, 'score': 7.440688497394352}, {'start_idx': 4620, 'end_idx': 4689, 'score': 5.681609326075154}, {'start_idx': 4690, 'end_idx': 4729, 'score': 4.7354789854585215}]",0,1,2,[],"[(931, 1170), (4800, 4979)]",3,"[{'start_idx': 681, 'end_idx': 920, 'score': 10.569059739739993}, {'start_idx': 4550, 'end_idx': 4619, 'score': 7.440688497394352}, {'start_idx': 4620, 'end_idx': 4689, 'score': 5.681609326075154}, {'start_idx': 4690, 'end_idx': 4729, 'score': 4.7354789854585215}]",SMAP,"[[950, 1080], [2150, 2350], [4770, 4880]]","[point, point, point]"
2024-03-11_11.04.26,G-3,2364,7647,2,0.0077591980764004425,"[{'start_idx': 3920, 'end_idx': 3989, 'score': 4.714817576846605}, {'start_idx': 3990, 'end_idx': 4059, 'score': 4.147363451047115}, {'start_idx': 4060, 'end_idx': 4122, 'score': 3.201157064305221}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.188647331802792}, {'start_idx': 5460, 'end_idx': 5529, 'score': 5.897489656308274}, {'start_idx': 5530, 'end_idx': 5561, 'score': 4.802889596912181}]",1,0,1,"[[5640, 5811]]","[(4170, 4372)]",1,"[{'start_idx': 3920, 'end_idx': 3989, 'score': 4.714817576846605}, {'start_idx': 3990, 'end_idx': 4059, 'score': 4.147363451047115}, {'start_idx': 4060, 'end_idx': 4122, 'score': 3.201157064305221}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.188647331802792}, {'start_idx': 5460, 'end_idx': 5529, 'score': 5.897489656308274}, {'start_idx': 5530, 'end_idx': 5561, 'score': 4.802889596912181}]",SMAP,"[[4200, 4250]]",[point]
2024-03-11_11.04.26,T-1,2615,8352,2,0.0439723464241001,"[{'start_idx': 2240, 'end_idx': 2309, 'score': 0.5997349298460326}, {'start_idx': 2310, 'end_idx': 2379, 'score': 0.776010878770456}, {'start_idx': 2380, 'end_idx': 2449, 'score': 0.6777989866735543}, {'start_idx': 2450, 'end_idx': 2519, 'score': 0.6795397667669514}, {'start_idx': 2520, 'end_idx': 2589, 'score': 2.0813715011945098}, {'start_idx': 2590, 'end_idx': 2659, 'score': 2.316143250777486}, {'start_idx': 2660, 'end_idx': 2729, 'score': 2.327295041747983}, {'start_idx': 2730, 'end_idx': 2799, 'score': 2.4338485472193767}, {'start_idx': 2800, 'end_idx': 2869, 'score': 2.5579884047111654}, {'start_idx': 6300, 'end_idx': 6369, 'score': 1.313378997647927}, {'start_idx': 6370, 'end_idx': 6439, 'score': 3.538476192908176}, {'start_idx': 6440, 'end_idx': 6509, 'score': 3.20376498947062}, {'start_idx': 6510, 'end_idx': 6579, 'score': 2.8865500601776364}]",0,0,2,[],"[(2490, 3119), (6550, 6829)]",2,"[{'start_idx': 2240, 'end_idx': 2309, 'score': 0.5997349298460326}, {'start_idx': 2310, 'end_idx': 2379, 'score': 0.776010878770456}, {'start_idx': 2380, 'end_idx': 2449, 'score': 0.6777989866735543}, {'start_idx': 2450, 'end_idx': 2519, 'score': 0.6795397667669514}, {'start_idx': 2520, 'end_idx': 2589, 'score': 2.0813715011945098}, {'start_idx': 2590, 'end_idx': 2659, 'score': 2.316143250777486}, {'start_idx': 2660, 'end_idx': 2729, 'score': 2.327295041747983}, {'start_idx': 2730, 'end_idx': 2799, 'score': 2.4338485472193767}, {'start_idx': 2800, 'end_idx': 2869, 'score': 2.5579884047111654}, {'start_idx': 6300, 'end_idx': 6369, 'score': 1.313378997647927}, {'start_idx': 6370, 'end_idx': 6439, 'score': 3.538476192908176}, {'start_idx': 6440, 'end_idx': 6509, 'score': 3.20376498947062}, {'start_idx': 6510, 'end_idx': 6579, 'score': 2.8865500601776364}]",SMAP,"[[2399, 3898], [6550, 6585]]","[point, contextual]"
2024-03-11_11.04.26,T-2,2595,8365,0,0.04635272724541319,[],0,1,0,[],[],1,[],SMAP,"[[6840, 8624]]",[point]
2024-03-11_11.04.26,D-8,2342,7614,1,0.02419525442440929,"[{'start_idx': 4130, 'end_idx': 4199, 'score': 1.9954966455869947}, {'start_idx': 4200, 'end_idx': 4269, 'score': 1.5439596561577094}]",0,0,1,[],"[(4380, 4519)]",1,"[{'start_idx': 4130, 'end_idx': 4199, 'score': 1.9954966455869947}, {'start_idx': 4200, 'end_idx': 4269, 'score': 1.5439596561577094}]",SMAP,"[[4370, 4420]]",[point]
2024-03-11_11.04.26,D-9,2323,7146,1,0.0389086151234399,"[{'start_idx': 6160, 'end_idx': 6229, 'score': 8.347609976390135}, {'start_idx': 6230, 'end_idx': 6299, 'score': 10.165598643052334}, {'start_idx': 6300, 'end_idx': 6369, 'score': 9.689336805149216}, {'start_idx': 6370, 'end_idx': 6439, 'score': 9.22382542435107}, {'start_idx': 6440, 'end_idx': 6509, 'score': 8.818647241511037}]",0,0,1,[],"[(6410, 6759)]",1,"[{'start_idx': 6160, 'end_idx': 6229, 'score': 8.347609976390135}, {'start_idx': 6230, 'end_idx': 6299, 'score': 10.165598643052334}, {'start_idx': 6300, 'end_idx': 6369, 'score': 9.689336805149216}, {'start_idx': 6370, 'end_idx': 6439, 'score': 9.22382542435107}, {'start_idx': 6440, 'end_idx': 6509, 'score': 8.818647241511037}]",SMAP,"[[6250, 7405]]",[point]
2024-03-11_11.04.26,F-2,2601,8366,1,0.06523239461349667,"[{'start_idx': 6510, 'end_idx': 6579, 'score': 2.321313700416947}, {'start_idx': 6580, 'end_idx': 6649, 'score': 3.0209528727304833}, {'start_idx': 6650, 'end_idx': 6719, 'score': 3.0682942580054258}, {'start_idx': 6720, 'end_idx': 6789, 'score': 3.2310795807707646}]",0,0,1,[],"[(6760, 7039)]",1,"[{'start_idx': 6510, 'end_idx': 6579, 'score': 2.321313700416947}, {'start_idx': 6580, 'end_idx': 6649, 'score': 3.0209528727304833}, {'start_idx': 6650, 'end_idx': 6719, 'score': 3.0682942580054258}, {'start_idx': 6720, 'end_idx': 6789, 'score': 3.2310795807707646}]",SMAP,"[[5669, 8625]]",[point]
2024-03-11_11.04.26,G-4,2291,7372,1,0.004459191431704258,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 10.866333699692614}, {'start_idx': 4480, 'end_idx': 4549, 'score': 9.639266903443358}, {'start_idx': 4550, 'end_idx': 4619, 'score': 7.081142709688725}]",0,0,1,[],"[(4660, 4869)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 10.866333699692614}, {'start_idx': 4480, 'end_idx': 4549, 'score': 9.639266903443358}, {'start_idx': 4550, 'end_idx': 4619, 'score': 7.081142709688725}]",SMAP,"[[4690, 4720]]",[point]
2024-03-11_11.04.26,T-3,2616,8319,2,0.020801942503501526,"[{'start_idx': 1807, 'end_idx': 2057, 'score': 2.3563596659630672}, {'start_idx': 4970, 'end_idx': 5039, 'score': 2.303668705670123}, {'start_idx': 5040, 'end_idx': 5109, 'score': 1.926308683453223}]",0,0,2,[],"[(2057, 2307), (5220, 5359)]",2,"[{'start_idx': 1807, 'end_idx': 2057, 'score': 2.3563596659630672}, {'start_idx': 4970, 'end_idx': 5039, 'score': 2.303668705670123}, {'start_idx': 5040, 'end_idx': 5109, 'score': 1.926308683453223}]",SMAP,"[[2098, 2180], [5200, 5300]]","[point, point]"
2024-03-11_11.04.26,D-11,2351,7171,1,0.01627820778285839,"[{'start_idx': 3990, 'end_idx': 4059, 'score': 6.5118629937511185}, {'start_idx': 4060, 'end_idx': 4129, 'score': 7.3332324868354775}, {'start_idx': 4130, 'end_idx': 4199, 'score': 5.516310649342835}]",0,0,1,[],"[(4240, 4449)]",1,"[{'start_idx': 3990, 'end_idx': 4059, 'score': 6.5118629937511185}, {'start_idx': 4060, 'end_idx': 4129, 'score': 7.3332324868354775}, {'start_idx': 4130, 'end_idx': 4199, 'score': 5.516310649342835}]",SMAP,"[[4270, 4330]]",[point]
2024-03-11_11.04.26,D-12,52,7658,3,0.0645194915232259,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 2.252810261934036}, {'start_idx': 5180, 'end_idx': 5249, 'score': 3.818402547408803}, {'start_idx': 5250, 'end_idx': 5319, 'score': 4.439683050215543}, {'start_idx': 5320, 'end_idx': 5389, 'score': 4.717461158434369}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.846831589284019}, {'start_idx': 5670, 'end_idx': 5739, 'score': 6.290057132277858}, {'start_idx': 5740, 'end_idx': 5809, 'score': 6.653687580978709}, {'start_idx': 5810, 'end_idx': 5879, 'score': 6.689082085893196}, {'start_idx': 5880, 'end_idx': 5949, 'score': 6.6105152544271615}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.861650538271536}, {'start_idx': 6090, 'end_idx': 6159, 'score': 7.05629696719253}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.870492204136424}]",0,0,1,[],"[(5360, 5709), (5920, 6199), (6270, 6479)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 2.252810261934036}, {'start_idx': 5180, 'end_idx': 5249, 'score': 3.818402547408803}, {'start_idx': 5250, 'end_idx': 5319, 'score': 4.439683050215543}, {'start_idx': 5320, 'end_idx': 5389, 'score': 4.717461158434369}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.846831589284019}, {'start_idx': 5670, 'end_idx': 5739, 'score': 6.290057132277858}, {'start_idx': 5740, 'end_idx': 5809, 'score': 6.653687580978709}, {'start_idx': 5810, 'end_idx': 5879, 'score': 6.689082085893196}, {'start_idx': 5880, 'end_idx': 5949, 'score': 6.6105152544271615}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.861650538271536}, {'start_idx': 6090, 'end_idx': 6159, 'score': 7.05629696719253}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.870492204136424}]",SMAP,"[[5178, 7917]]",[point]
2024-03-11_11.04.26,B-1,2175,7784,1,0.02770867028856556,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 4.471769110818553}, {'start_idx': 4830, 'end_idx': 4899, 'score': 10.422669841310936}, {'start_idx': 4900, 'end_idx': 4969, 'score': 8.122858319589366}]",0,0,1,[],"[(5010, 5219)]",1,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 4.471769110818553}, {'start_idx': 4830, 'end_idx': 4899, 'score': 10.422669841310936}, {'start_idx': 4900, 'end_idx': 4969, 'score': 8.122858319589366}]",SMAP,"[[5060, 5130]]",[point]
2024-03-11_11.04.26,G-6,2621,8380,1,0.02005982271175378,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 7.67461507450765}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.234095949302042}, {'start_idx': 5530, 'end_idx': 5581, 'score': 5.308500182038806}]",0,0,1,[],"[(5640, 5831)]",1,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 7.67461507450765}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.234095949302042}, {'start_idx': 5530, 'end_idx': 5581, 'score': 5.308500182038806}]",SMAP,"[[5600, 5700]]",[point]
2024-03-11_11.04.26,G-7,2186,7769,3,0.02973601116776881,"[{'start_idx': 3360, 'end_idx': 3429, 'score': 5.583091577597528}, {'start_idx': 3430, 'end_idx': 3499, 'score': 10.096557077018039}, {'start_idx': 3500, 'end_idx': 3569, 'score': 8.882786922338662}, {'start_idx': 3570, 'end_idx': 3628, 'score': 6.771942375030774}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.167984867201259}, {'start_idx': 4830, 'end_idx': 4899, 'score': 8.830512359634676}, {'start_idx': 4900, 'end_idx': 4969, 'score': 7.003578271276365}, {'start_idx': 7280, 'end_idx': 7349, 'score': 4.6721420997309915}, {'start_idx': 7350, 'end_idx': 7419, 'score': 10.763859571191805}, {'start_idx': 7420, 'end_idx': 7489, 'score': 10.076516565582287}, {'start_idx': 7490, 'end_idx': 7559, 'score': 7.486985885866684}, {'start_idx': 7560, 'end_idx': 7560, 'score': 7.013693849192768}]",0,0,3,[],"[(3610, 3878), (5010, 5219), (7530, 7810)]",3,"[{'start_idx': 3360, 'end_idx': 3429, 'score': 5.583091577597528}, {'start_idx': 3430, 'end_idx': 3499, 'score': 10.096557077018039}, {'start_idx': 3500, 'end_idx': 3569, 'score': 8.882786922338662}, {'start_idx': 3570, 'end_idx': 3628, 'score': 6.771942375030774}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.167984867201259}, {'start_idx': 4830, 'end_idx': 4899, 'score': 8.830512359634676}, {'start_idx': 4900, 'end_idx': 4969, 'score': 7.003578271276365}, {'start_idx': 7280, 'end_idx': 7349, 'score': 4.6721420997309915}, {'start_idx': 7350, 'end_idx': 7419, 'score': 10.763859571191805}, {'start_idx': 7420, 'end_idx': 7489, 'score': 10.076516565582287}, {'start_idx': 7490, 'end_idx': 7559, 'score': 7.486985885866684}, {'start_idx': 7560, 'end_idx': 7560, 'score': 7.013693849192768}]",SMAP,"[[3650, 3750], [5050, 5100], [7560, 7675]]","[contextual, point, contextual]"
2024-03-11_11.04.26,P-7,2593,7811,3,0.030266225897252173,"[{'start_idx': 2100, 'end_idx': 2169, 'score': 1.8821724013485313}, {'start_idx': 4760, 'end_idx': 4829, 'score': 4.114592540255373}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.543859253169637}, {'start_idx': 4900, 'end_idx': 4969, 'score': 5.668787836225365}, {'start_idx': 4970, 'end_idx': 5039, 'score': 5.481987591569613}, {'start_idx': 5110, 'end_idx': 5179, 'score': 5.641929332995321}]",1,0,1,"[[2350, 2419]]","[(5010, 5289), (5360, 5429)]",1,"[{'start_idx': 2100, 'end_idx': 2169, 'score': 1.8821724013485313}, {'start_idx': 4760, 'end_idx': 4829, 'score': 4.114592540255373}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.543859253169637}, {'start_idx': 4900, 'end_idx': 4969, 'score': 5.668787836225365}, {'start_idx': 4970, 'end_idx': 5039, 'score': 5.481987591569613}, {'start_idx': 5110, 'end_idx': 5179, 'score': 5.641929332995321}]",SMAP,"[[4950, 6600]]",[contextual]
2024-03-11_11.04.26,R-1,2614,6984,1,0.003945865197894499,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 7.950607020451068}, {'start_idx': 4340, 'end_idx': 4409, 'score': 6.914599138882351}, {'start_idx': 4410, 'end_idx': 4475, 'score': 5.268775883372026}]",0,0,1,[],"[(4520, 4725)]",1,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 7.950607020451068}, {'start_idx': 4340, 'end_idx': 4409, 'score': 6.914599138882351}, {'start_idx': 4410, 'end_idx': 4475, 'score': 5.268775883372026}]",SMAP,"[[4510, 4590]]",[point]
2024-03-11_11.04.26,A-5,445,4433,1,0.07027587269167951,"[{'start_idx': 2450, 'end_idx': 2519, 'score': 6.250632559369869}, {'start_idx': 2520, 'end_idx': 2589, 'score': 8.00498414511854}, {'start_idx': 2590, 'end_idx': 2659, 'score': 7.281909415868803}, {'start_idx': 2660, 'end_idx': 2729, 'score': 7.075282112193756}]",0,0,1,[],"[(2700, 2979)]",1,"[{'start_idx': 2450, 'end_idx': 2519, 'score': 6.250632559369869}, {'start_idx': 2520, 'end_idx': 2589, 'score': 8.00498414511854}, {'start_idx': 2590, 'end_idx': 2659, 'score': 7.281909415868803}, {'start_idx': 2660, 'end_idx': 2729, 'score': 7.075282112193756}]",SMAP,"[[2750, 2800]]",[point]
2024-03-11_11.04.26,A-6,422,4193,1,0.01649014404882967,"[{'start_idx': 1556, 'end_idx': 1841, 'score': 10.941615633804828}]",0,0,1,[],"[(1806, 2091)]",1,"[{'start_idx': 1556, 'end_idx': 1841, 'score': 10.941615633804828}]",SMAP,"[[1890, 1930]]",[point]
2024-03-11_11.04.26,A-7,2619,8371,2,0.061736622863946974,"[{'start_idx': 6020, 'end_idx': 6089, 'score': 1.5623682444682483}, {'start_idx': 6090, 'end_idx': 6159, 'score': 2.0074291937039246}, {'start_idx': 6160, 'end_idx': 6229, 'score': 2.364860696003634}, {'start_idx': 6230, 'end_idx': 6299, 'score': 2.4753550595017217}, {'start_idx': 6300, 'end_idx': 6369, 'score': 2.7833434161919595}, {'start_idx': 6370, 'end_idx': 6439, 'score': 2.8931775249504126}, {'start_idx': 6440, 'end_idx': 6509, 'score': 2.895840123331236}, {'start_idx': 6510, 'end_idx': 6579, 'score': 2.9915057134403993}, {'start_idx': 8050, 'end_idx': 8119, 'score': 0.6159250356173379}, {'start_idx': 8120, 'end_idx': 8189, 'score': 1.529736545697554}, {'start_idx': 8190, 'end_idx': 8259, 'score': 1.7787385813893428}]",0,0,1,[],"[(6270, 6829), (8300, 8509)]",1,"[{'start_idx': 6020, 'end_idx': 6089, 'score': 1.5623682444682483}, {'start_idx': 6090, 'end_idx': 6159, 'score': 2.0074291937039246}, {'start_idx': 6160, 'end_idx': 6229, 'score': 2.364860696003634}, {'start_idx': 6230, 'end_idx': 6299, 'score': 2.4753550595017217}, {'start_idx': 6300, 'end_idx': 6369, 'score': 2.7833434161919595}, {'start_idx': 6370, 'end_idx': 6439, 'score': 2.8931775249504126}, {'start_idx': 6440, 'end_idx': 6509, 'score': 2.895840123331236}, {'start_idx': 6510, 'end_idx': 6579, 'score': 2.9915057134403993}, {'start_idx': 8050, 'end_idx': 8119, 'score': 0.6159250356173379}, {'start_idx': 8120, 'end_idx': 8189, 'score': 1.529736545697554}, {'start_idx': 8190, 'end_idx': 8259, 'score': 1.7787385813893428}]",SMAP,"[[6200, 8600]]",[contextual]
2024-03-11_11.04.26,D-13,1230,7403,1,0.15858062287065672,"[{'start_idx': 4830, 'end_idx': 4899, 'score': 14.243337510871042}, {'start_idx': 4900, 'end_idx': 4969, 'score': 13.867521542218995}, {'start_idx': 4970, 'end_idx': 5039, 'score': 12.688455962645536}, {'start_idx': 5040, 'end_idx': 5109, 'score': 11.432580241117465}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.542169232499573}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.875375252212365}]",0,0,1,[],"[(5080, 5499)]",1,"[{'start_idx': 4830, 'end_idx': 4899, 'score': 14.243337510871042}, {'start_idx': 4900, 'end_idx': 4969, 'score': 13.867521542218995}, {'start_idx': 4970, 'end_idx': 5039, 'score': 12.688455962645536}, {'start_idx': 5040, 'end_idx': 5109, 'score': 11.432580241117465}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.542169232499573}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.875375252212365}]",SMAP,"[[5070, 5230]]",[point]
2024-03-11_11.04.26,P-2,2561,7949,1,0.05579983246531922,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.391130289285991}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.285191071679796}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.0921821497665}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.967181412009799}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.32042108497174}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.798614123831912}, {'start_idx': 5460, 'end_idx': 5502, 'score': 9.178133588764494}]",0,0,1,[],"[(5290, 5752)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.391130289285991}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.285191071679796}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.0921821497665}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.967181412009799}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.32042108497174}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.798614123831912}, {'start_idx': 5460, 'end_idx': 5502, 'score': 9.178133588764494}]",SMAP,"[[5300, 6420]]",[point]
2024-03-11_11.04.26,A-8,502,8115,2,0.13137216533085214,"[{'start_idx': 7280, 'end_idx': 7349, 'score': 5.999337780784791}, {'start_idx': 7350, 'end_idx': 7419, 'score': 5.991375370839546}, {'start_idx': 7420, 'end_idx': 7489, 'score': 6.232979913564506}, {'start_idx': 7490, 'end_idx': 7559, 'score': 6.328754164023885}, {'start_idx': 7560, 'end_idx': 7629, 'score': 6.462669816010284}, {'start_idx': 7630, 'end_idx': 7699, 'score': 6.6258785052455345}, {'start_idx': 7700, 'end_idx': 7769, 'score': 6.669367573021539}, {'start_idx': 7770, 'end_idx': 7839, 'score': 6.7553739729476865}, {'start_idx': 7840, 'end_idx': 7909, 'score': 6.869627628094144}, {'start_idx': 7910, 'end_idx': 7979, 'score': 8.212044792385358}, {'start_idx': 8045, 'end_idx': 8114, 'score': 9.269292036514301}]",0,0,1,[],"[(7530, 8229), (8295, 8364)]",1,"[{'start_idx': 7280, 'end_idx': 7349, 'score': 5.999337780784791}, {'start_idx': 7350, 'end_idx': 7419, 'score': 5.991375370839546}, {'start_idx': 7420, 'end_idx': 7489, 'score': 6.232979913564506}, {'start_idx': 7490, 'end_idx': 7559, 'score': 6.328754164023885}, {'start_idx': 7560, 'end_idx': 7629, 'score': 6.462669816010284}, {'start_idx': 7630, 'end_idx': 7699, 'score': 6.6258785052455345}, {'start_idx': 7700, 'end_idx': 7769, 'score': 6.669367573021539}, {'start_idx': 7770, 'end_idx': 7839, 'score': 6.7553739729476865}, {'start_idx': 7840, 'end_idx': 7909, 'score': 6.869627628094144}, {'start_idx': 7910, 'end_idx': 7979, 'score': 8.212044792385358}, {'start_idx': 8045, 'end_idx': 8114, 'score': 9.269292036514301}]",SMAP,"[[4569, 8374]]",[contextual]
2024-03-11_11.04.26,A-9,502,8174,0,0.6257443043414831,[],0,1,0,[],[],1,[],SMAP,"[[4569, 8433]]",[contextual]
2024-03-11_11.04.26,F-3,2620,8116,0,0.012014563145189063,[],0,1,0,[],[],1,[],SMAP,"[[5600, 5640]]",[contextual]
2024-03-11_11.04.26,M-6,1305,1789,1,0.04968580746368006,"[{'start_idx': 1565, 'end_idx': 1788, 'score': 12.09622996272569}]",0,0,1,[],"[(1815, 2038)]",1,"[{'start_idx': 1565, 'end_idx': 1788, 'score': 12.09622996272569}]",MSL,"[[1850, 2030]]",[point]
2024-03-11_11.04.26,M-1,1949,2017,1,0.07068386304866667,"[{'start_idx': 319, 'end_idx': 542, 'score': 4.583373309008463}]",1,1,0,"[[569, 792]]",[],1,"[{'start_idx': 319, 'end_idx': 542, 'score': 4.583373309008463}]",MSL,"[[1110, 2250]]",[contextual]
2024-03-11_11.04.26,M-2,1948,2017,0,0.10707448694326131,[],0,1,0,[],[],1,[],MSL,"[[1110, 2250]]",[contextual]
2024-03-11_11.04.26,S-2,666,1567,1,0.02656861108887629,"[{'start_idx': 556, 'end_idx': 812, 'score': 4.244567480789005}]",0,0,1,[],"[(806, 1062)]",1,"[{'start_idx': 556, 'end_idx': 812, 'score': 4.244567480789005}]",MSL,"[[900, 910]]",[point]
2024-03-11_11.04.26,P-10,4048,5840,1,0.01826634753200581,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 13.741497961574353}, {'start_idx': 4410, 'end_idx': 4479, 'score': 13.506872585410855}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.152396582104796}]",0,0,1,[],"[(4590, 4799)]",1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 13.741497961574353}, {'start_idx': 4410, 'end_idx': 4479, 'score': 13.506872585410855}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.152396582104796}]",MSL,"[[4590, 4720]]",[point]
2024-03-11_11.04.26,T-4,2012,1957,0,0.12120648779405217,[],0,1,0,[],[],1,[],MSL,"[[1172, 1240]]",[point]
2024-03-11_11.04.26,T-5,2012,1958,1,0.025554261248198352,"[{'start_idx': 864, 'end_idx': 1129, 'score': 6.410911937497812}]",0,0,1,[],"[(1114, 1379)]",1,"[{'start_idx': 864, 'end_idx': 1129, 'score': 6.410911937497812}]",MSL,"[[1200, 1225]]",[point]
